id_code_in_source_dataset,entered_by,source_of_data_literature_contact,contact_person_or_citation,species_genus_sp,field_or_museum,date_captured,month_captured,month_number,method_pcr_q_pcr_histology,bd_positive_blank_or_1,bd_negative_blank_or_1,bd_load_ze_if_q_pcr,bd_its_copies,standard_strain_if_q_pcr,notes_on_methods,locality,simplified_locality,regulation_0_unreg_1_upstream_dam_2_downstream_dam,river_system_watershed,county,boylii_clade,location_moved_1_if_yes,dubious_location_1_if_yes,note_on_location,palmer_z_index,phdi,pdsi,sex_f_m_u,life_stage_a_j_t,svl_mm,weight_g,notes,recap_y_n,identifier_if_recap,does_local_population_density_data_exist_for_this_site_y_n,utm_easting,utm_northing,ct,monthly_average_precip
ARL5300715,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/30/2007,1180483200,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,F,A,59,16.3,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL5300716,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/30/2007,1180483200,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,34,3.9,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL5300717,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/30/2007,1180483200,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,A,46,9.6,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL5300718,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/30/2007,1180483200,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,35,4.1,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL5300719,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/30/2007,1180483200,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,34,3.3,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL5300720,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/30/2007,1180483200,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,35,4.1,Irregular rust colored spot on back.,N,NULL,Y,NULL,NULL,NA,NA
ARL5300721,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/30/2007,1180483200,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,A,44,6.9,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL5300722,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/30/2007,1180483200,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,32,3.5,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL5300723,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/30/2007,1180483200,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,A,48,10.6,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL5300724,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/30/2007,1180483200,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,M,A,40,5.9,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL5300725,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/30/2007,1180483200,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,29,2.4,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL5300726,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/30/2007,1180483200,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,31,3.4,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL5300727,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/30/2007,1180483200,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,34,3.4,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL5300728,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/30/2007,1180483200,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,36,5.1,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL5300729,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/30/2007,1180483200,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,31,2.8,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL5300730,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/30/2007,1180483200,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,34,2.9,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL5300731,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/30/2007,1180483200,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,33,3.8,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL5300732,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/30/2007,1180483200,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,36,5.2,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL5300733,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/30/2007,1180483200,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,31,3.2,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL5300734,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/30/2007,1180483200,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,32,3,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL5300735,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/30/2007,1180483200,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,35,4,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL5300736,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/30/2007,1180483200,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,30,3,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL5300737,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/30/2007,1180483200,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,34,3.8,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL5300738,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/30/2007,1180483200,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,29,2.3,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL5300739,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/30/2007,1180483200,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,M,A,38,4.8,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL5300740,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/30/2007,1180483200,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,M,A,40,7.1,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL5300741,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/30/2007,1180483200,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,31,2.9,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL5300742,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/30/2007,1180483200,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,32,3,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL5300743,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/30/2007,1180483200,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,F,A,48,9.3,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL610701,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,6/1/2007,1180656000,6,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,34,2.8,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL610702,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,6/1/2007,1180656000,6,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,35,3.7,Red rash on pelvic patch,N,NULL,Y,NULL,NULL,NA,NA
ARL610703,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,6/1/2007,1180656000,6,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,31,2.6,Red rash on pelvic patch,N,NULL,Y,NULL,NULL,NA,NA
ARL610704,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,6/1/2007,1180656000,6,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,29,2.3,Red rash on pelvic patch,N,NULL,Y,NULL,NULL,NA,NA
ARL610705,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,6/1/2007,1180656000,6,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,31,2.6,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL610706,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,6/1/2007,1180656000,6,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,31,2.6,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL610707,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,6/1/2007,1180656000,6,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,A,38,5.5,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL610708,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,6/1/2007,1180656000,6,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,34,3.9,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL610709,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,6/1/2007,1180656000,6,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,34,3.9,Red rash on pelvic patch,N,NULL,Y,NULL,NULL,NA,NA
ARL610710,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,6/1/2007,1180656000,6,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,34,4,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL610711,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,6/1/2007,1180656000,6,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,30,2.3,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL610712,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,6/1/2007,1180656000,6,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,M,A,44,9,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL610713,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,6/1/2007,1180656000,6,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,34,3.9,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL610714,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,6/1/2007,1180656000,6,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,34,4.2,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL610715,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,6/1/2007,1180656000,6,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,31,3.1,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL610716,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,6/1/2007,1180656000,6,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,F,A,65,21.1,NA,N,NULL,Y,NULL,NULL,NA,NA
ARL610717,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,6/1/2007,1180656000,6,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,34,3.5,NA,N,NULL,Y,NULL,NULL,NA,NA
YOSE0201,AJA,contact,AJA & Mike Westphal,Rana boylii,Field,10/23/2019,1571788800,10,qPCR,NULL,1,0,NULL,ITS1 amplicon,NA,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,29,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
YOSE0205,AJA,contact,AJA & Mike Westphal,Rana boylii,Field,10/23/2019,1571788800,10,qPCR,NULL,1,0,NULL,ITS1 amplicon,NA,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,M,A,41,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
YOSE0208,AJA,contact,AJA & Mike Westphal,Rana boylii,Field,10/23/2019,1571788800,10,qPCR,NULL,1,0,NULL,ITS1 amplicon,NA,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,29,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
YOSE0210,AJA,contact,AJA & Mike Westphal,Rana boylii,Field,10/23/2019,1571788800,10,qPCR,NULL,1,0,NULL,ITS1 amplicon,NA,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,21,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
YOSE0212,AJA,contact,AJA & Mike Westphal,Rana boylii,Field,10/23/2019,1571788800,10,qPCR,NULL,1,0,NULL,ITS1 amplicon,NA,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,31,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
YOSE0215,AJA,contact,AJA & Mike Westphal,Rana boylii,Field,10/23/2019,1571788800,10,qPCR,NULL,1,0,NULL,ITS1 amplicon,NA,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,24,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
YOSE0216,AJA,contact,AJA & Mike Westphal,Rana boylii,Field,10/23/2019,1571788800,10,qPCR,NULL,1,0,NULL,ITS1 amplicon,NA,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,32,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
YOSE0218,AJA,contact,AJA & Mike Westphal,Rana boylii,Field,10/23/2019,1571788800,10,qPCR,NULL,1,0,NULL,ITS1 amplicon,NA,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,M,A,44,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
YOSE0220,AJA,contact,AJA & Mike Westphal,Rana boylii,Field,10/23/2019,1571788800,10,qPCR,NULL,1,0,NULL,ITS1 amplicon,NA,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,29,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
YOSE0221,AJA,contact,AJA & Mike Westphal,Rana boylii,Field,10/23/2019,1571788800,10,qPCR,NULL,1,0,NULL,ITS1 amplicon,NA,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,M,A,42,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
YOSE0228,AJA,contact,AJA & Mike Westphal,Rana boylii,Field,10/23/2019,1571788800,10,qPCR,NULL,1,0,NULL,ITS1 amplicon,NA,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,25,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
YOSE0229,AJA,contact,AJA & Mike Westphal,Rana boylii,Field,10/23/2019,1571788800,10,qPCR,NULL,1,0,NULL,ITS1 amplicon,NA,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,M,A,49,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
YOSE0233,AJA,contact,AJA & Mike Westphal,Rana boylii,Field,10/23/2019,1571788800,10,qPCR,NULL,1,0,NULL,ITS1 amplicon,NA,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,F,A,39,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
YOSE0234,AJA,contact,AJA & Mike Westphal,Rana boylii,Field,10/23/2019,1571788800,10,qPCR,NULL,1,0,NULL,ITS1 amplicon,NA,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,37,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
YOSE0235,AJA,contact,AJA & Mike Westphal,Rana boylii,Field,10/23/2019,1571788800,10,qPCR,NULL,1,0,NULL,ITS1 amplicon,NA,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,U,J,29,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
YOSE0237,AJA,contact,AJA & Mike Westphal,Rana boylii,Field,10/23/2019,1571788800,10,qPCR,NULL,1,0,NULL,ITS1 amplicon,NA,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,WC,NA,NA,NA,NA,NA,NA,M,A,42,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
